state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
0.06,0.0,0.0,Littletoncity,0.0,0.5714285714285714,0.20512820512820518,0.06060606060606061,0.8571428571428568,0.368421052631579,0.33333333333333326,0.4444444444444444,0.5000000000000002,0.4285714285714286,0.4576271186440678,0.625,1.0,0.4000000000000001,0.4821428571428571,0.234375,0.559322033898305,0.42857142857142855,0.3928571428571428,0.4266666666666666,0.5526315789473684,0.7419354838709677,0.6969696969696968,0.75,0.4318181818181819,0.4126984126984127,0.5081967213114754,0.5178571428571428,0.5,0.4482758620689654,0.0923076923076923,0.15714285714285714,0.9423076923076922,0.5135135135135136,0.5714285714285713,0.28125,0.7291666666666666,0.08823529411764702,0.7636363636363636,0.8599999999999999,0.7307692307692307,0.9607843137254902,1.0,0.3142857142857144,0.35416666666666663,0.469387755102041,0.39583333333333326,0.4318181818181819,0.5937500000000002,0.7543859649122807,1.0,0.27586206896551724,1.0,0.4838709677419355,0.6271186440677966,0.6271186440677966,0.6142857142857143,0.46153846153846145,0.7000000000000001,0.5,0.5833333333333335,0.6363636363636362,0.5454545454545455,0.33333333333333326,0.20833333333333337,0.16666666666666674,0.49019607843137253,0.0625,0.2857142857142857,0.375,0.9459459459459459,0.5714285714285714,0.5365853658536586,0.14893617021276595,0.08571428571428572,0.2542372881355932,0.5818181818181819,0.24,0.1794871794871795,0.9999999999999999,0.6956521739130432,0.7083333333333334,0.5142857142857142,0.5862068965517242,0.6388888888888888,0.40540540540540526,0.8913043478260871,0.8571428571428572,0.32000000000000006,0.4210526315789474,0.15942028985507245,0.23809523809523797,0.3421052631578948,0.34545454545454546,0.3333333333333333,0.48648648648648646,0.5833333333333335,0.4
0.7200000000000001,0.0,0.0,Gladstonecity,0.0,0.0,0.6410256410256409,0.030303030303030304,0.8214285714285712,0.6842105263157895,0.14814814814814814,0.8055555555555552,0.4642857142857144,0.4761904761904763,0.4915254237288136,0.25,1.0,0.3333333333333334,0.4285714285714285,0.046875000000000014,0.559322033898305,0.5555555555555556,0.21428571428571427,0.5066666666666666,0.3157894736842104,0.29032258064516125,0.2727272727272727,0.0,0.6136363636363638,0.47619047619047616,0.4426229508196722,0.5535714285714285,0.0,0.13793103448275856,0.1692307692307692,0.2714285714285714,0.40384615384615385,0.29729729729729726,0.4821428571428571,0.296875,0.6041666666666666,0.36764705882352944,0.4181818181818181,0.6399999999999999,0.576923076923077,0.8039215686274509,0.8163265306122448,0.6285714285714284,0.41666666666666663,0.4897959183673469,0.6250000000000002,0.7045454545454546,0.45312500000000006,0.8245614035087719,0.0,0.06896551724137931,0.0,0.5322580645161291,0.6271186440677966,0.5762711864406781,0.41428571428571426,0.6153846153846153,0.8,0.5833333333333335,0.41666666666666674,0.7272727272727271,0.3636363636363637,0.6666666666666667,0.6250000000000001,0.5952380952380953,0.6274509803921569,0.6666666666666667,0.469387755102041,0.5,0.7297297297297297,0.0,1.0,0.46808510638297884,0.3142857142857143,0.4576271186440678,0.5454545454545455,0.24,0.8974358974358972,0.5294117647058822,0.3913043478260869,0.33333333333333337,0.6285714285714286,0.6206896551724139,0.49999999999999994,0.45945945945945943,0.6086956521739132,0.5000000000000001,0.9000000000000002,0.4736842105263159,0.4347826086956521,0.4444444444444445,0.6447368421052633,0.6727272727272727,0.0,0.8108108108108107,0.8333333333333335,0.44
0.8,0.0,0.0,Mauldincity,0.0,0.0,0.5384615384615384,0.8484848484848485,0.17857142857142838,0.26315789473684215,0.07407407407407407,0.6944444444444443,0.6785714285714288,0.523809523809524,0.15254237288135594,0.25,1.0,0.6666666666666667,0.8214285714285715,0.125,0.3389830508474577,0.2698412698412699,0.21428571428571427,0.18666666666666665,0.631578947368421,0.5161290322580645,0.5454545454545454,0.515625,0.20454545454545456,0.5396825396825397,0.0,0.4821428571428571,0.0,0.10344827586206895,0.1692307692307692,0.19999999999999996,0.6923076923076923,0.10810810810810811,0.8749999999999999,0.859375,0.35416666666666663,0.4117647058823529,0.7090909090909089,0.3,0.46153846153846156,0.5294117647058824,0.4897959183673468,0.6,0.6874999999999999,0.6938775510204084,0.604166666666667,0.7954545454545456,0.7968750000000002,0.8070175438596491,0.0,0.517241379310345,0.0,0.0,0.0,0.45762711864406785,0.4,0.0,0.0,0.16666666666666669,0.16666666666666669,0.8636363636363638,0.09090909090909093,0.25,0.29166666666666663,0.5476190476190477,0.7647058823529411,0.22916666666666674,0.4897959183673469,0.125,0.4864864864864865,0.14285714285714285,0.6341463414634148,0.3829787234042553,0.2,0.20338983050847462,0.8363636363636363,0.24,0.0,0.7058823529411763,0.4782608695652173,0.41666666666666663,0.5142857142857142,0.5172413793103448,0.5277777777777777,0.43243243243243235,0.08695652173913043,0.5535714285714286,0.0,0.15789473684210528,0.37681159420289845,0.23809523809523797,0.44736842105263164,0.018181818181818188,0.2222222222222222,0.24324324324324326,0.0,0.32
0.7000000000000001,0.0,0.0,TheVillagecity,0.0,0.0,0.0,0.5757575757575758,0.25,0.31578947368421056,0.14814814814814814,0.0,0.4285714285714286,0.04761904761904756,0.7627118644067797,0.25,1.0,0.17777777777777787,0.3392857142857144,0.515625,0.4915254237288137,0.6666666666666667,0.21428571428571427,0.49333333333333335,0.13157894736842102,0.29032258064516125,0.33333333333333337,0.328125,0.5,0.31746031746031744,0.5573770491803279,0.5892857142857142,0.25,0.4137931034482758,0.0923076923076923,0.19999999999999996,0.7692307692307692,0.29729729729729726,0.5357142857142857,0.0,0.75,0.11764705882352938,0.6,0.76,0.15384615384615385,0.9999999999999999,1.0,0.0,0.3124999999999999,0.3877551020408164,0.47916666666666674,0.022727272727272707,0.7500000000000002,0.9298245614035089,0.0,0.24137931034482762,0.0,0.22580645161290328,0.2542372881355932,0.47457627118644075,0.42857142857142855,0.15384615384615383,0.2,0.33333333333333337,0.33333333333333337,0.772727272727272,0.18181818181818185,0.04166666666666663,0.0,0.0,0.0,0.5625,0.2448979591836734,0.31250000000000006,0.5945945945945945,0.2857142857142857,0.3170731707317074,0.3829787234042553,0.28571428571428575,0.9491525423728815,0.12727272727272732,0.3,0.0,0.17647058823529405,0.08695652173913043,0.08333333333333337,0.5999999999999999,0.5172413793103448,0.3888888888888889,0.43243243243243235,0.4130434782608696,0.5178571428571429,0.42000000000000004,0.26315789473684215,0.5797101449275361,0.476190476190476,0.7631578947368423,0.7454545454545455,0.0,0.7837837837837838,0.0,0.96
0.74,0.0,0.9999999999999999,Hamptontownship,0.1111111111111111,0.14285714285714285,0.8461538461538459,0.030303030303030304,0.964285714285714,0.15789473684210528,0.0,0.4999999999999999,0.2142857142857144,0.04761904761904756,0.3728813559322034,0.25,1.0,0.8222222222222224,0.6785714285714285,0.28125,0.88135593220339,0.4444444444444445,0.07142857142857142,0.4533333333333333,0.7894736842105263,0.9354838709677418,0.8484848484848484,1.0,0.0,0.6190476190476191,0.0,0.9642857142857142,0.0,0.0,0.19999999999999996,0.2285714285714286,0.9423076923076922,0.21621621621621617,0.5178571428571427,0.23437500000000006,1.0,0.08823529411764702,0.9818181818181818,0.0,0.3076923076923078,0.0,0.0,0.7714285714285715,0.9999999999999999,1.0,1.0,0.9318181818181819,0.0,0.01754385964912275,0.0,0.10344827586206898,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.08333333333333334,0.772727272727272,0.18181818181818185,0.5,0.5833333333333334,0.7857142857142858,0.784313725490196,0.39583333333333326,0.959183673469388,0.0,0.1351351351351351,0.14285714285714285,0.9024390243902443,0.9574468085106383,0.28571428571428575,0.7796610169491527,0.3090909090909091,0.02,0.358974358974359,0.6470588235294118,0.5652173913043477,0.7083333333333334,0.6571428571428573,0.7931034482758621,0.6666666666666667,0.8108108108108109,0.5652173913043479,0.6785714285714286,0.7000000000000002,0.15789473684210528,0.9130434782608693,0.7142857142857142,0.8289473684210527,0.6909090909090908,0.4444444444444444,0.08108108108108109,0.7916666666666667,0.12
0.48,0.0,0.0,Arnoldcity,0.1111111111111111,0.14285714285714285,0.7435897435897437,0.0,1.0,0.052631578947368425,0.037037037037037035,0.7499999999999999,0.8214285714285716,0.7619047619047619,0.23728813559322035,0.375,1.0,0.4000000000000001,0.6428571428571429,0.37500000000000006,0.27118644067796605,0.3968253968253968,0.24999999999999997,0.3333333333333333,0.26315789473684215,0.12903225806451613,0.09090909090909094,0.25,0.34090909090909094,0.7142857142857143,0.36065573770491804,0.4107142857142857,0.25,0.27586206896551724,0.6615384615384615,0.6428571428571428,0.07692307692307696,0.7297297297297298,0.5892857142857143,0.484375,0.35416666666666663,0.5294117647058824,0.14545454545454545,0.6399999999999999,0.5000000000000001,0.6470588235294118,0.6938775510204082,0.7142857142857143,0.4999999999999999,0.4897959183673469,0.5208333333333335,0.4318181818181819,0.5468750000000002,0.6842105263157895,0.0,0.17241379310344826,0.0,0.24193548387096775,0.18644067796610173,0.15254237288135594,0.1142857142857143,0.07692307692307691,0.0,0.0,0.0,0.9545454545454546,0.18181818181818185,0.5833333333333333,0.6250000000000001,0.7380952380952381,0.7058823529411766,0.7916666666666667,0.6326530612244899,0.5625,0.6756756756756758,0.2857142857142857,0.6829268292682924,0.6595744680851062,0.05714285714285715,0.423728813559322,0.49090909090909085,0.3,0.5128205128205128,0.47058823529411764,0.30434782608695643,0.20833333333333337,0.5714285714285714,0.5517241379310345,0.44444444444444436,0.5405405405405406,0.6521739130434783,0.30357142857142855,0.3400000000000001,0.0,0.898550724637681,0.6031746031746033,0.5263157894736842,0.8727272727272727,0.3333333333333333,0.24324324324324326,0.16666666666666669,0.6
0.8400000000000001,0.0,0.0,Hendersonvillecity,0.1111111111111111,0.5714285714285714,0.717948717948718,0.15151515151515152,0.8571428571428568,0.10526315789473686,0.037037037037037035,0.8055555555555552,0.7142857142857144,0.6666666666666667,0.22033898305084745,0.625,1.0,0.5555555555555556,0.7678571428571429,0.546875,0.38983050847457623,0.2222222222222222,0.10714285714285712,0.27999999999999997,0.4736842105263157,0.4838709677419355,0.45454545454545436,0.5625,0.4545454545454546,0.3492063492063492,0.3770491803278689,0.3928571428571428,0.25,0.1724137931034483,0.2461538461538461,0.32857142857142857,0.46153846153846156,0.29729729729729726,0.7321428571428571,0.296875,0.47916666666666663,0.25,0.5818181818181818,0.46,0.2692307692307693,0.6078431372549019,0.5918367346938775,0.6285714285714284,0.6874999999999999,0.6734693877551022,0.6458333333333333,0.7500000000000002,0.625,0.6666666666666666,0.0,0.20689655172413796,0.0,0.7741935483870968,1.0,0.8644067796610171,0.9714285714285715,0.46153846153846145,0.7000000000000001,0.41666666666666674,0.5,0.8636363636363638,0.18181818181818185,0.20833333333333326,0.2500000000000001,0.6666666666666667,0.7647058823529411,0.5208333333333333,0.5510204081632654,0.1875,0.3513513513513513,0.7142857142857143,0.29268292682926833,0.4893617021276596,0.2,0.5084745762711865,0.7636363636363636,0.32,0.0,0.7647058823529412,0.5652173913043477,0.6250000000000001,0.7428571428571427,0.6896551724137931,0.6388888888888888,0.6486486486486486,0.673913043478261,0.7321428571428572,0.3400000000000001,0.21052631578947373,0.46376811594202894,0.22222222222222215,0.26315789473684215,0.21818181818181814,0.6666666666666666,0.18918918918918914,0.25,0.64
0.7000000000000001,0.0,0.0,Mustangcity,0.1111111111111111,0.0,0.9487179487179486,0.030303030303030304,0.75,0.052631578947368425,0.14814814814814814,0.9999999999999999,0.8571428571428574,0.6190476190476191,0.016949152542372864,0.25,1.0,0.4888888888888889,0.8214285714285715,0.7968750000000001,0.3389830508474577,0.06349206349206349,0.2857142857142857,0.27999999999999997,0.39473684210526305,0.12903225806451613,0.1515151515151515,0.34375,0.3636363636363637,0.031746031746031744,0.5573770491803279,0.3214285714285714,0.0,0.13793103448275856,0.18461538461538463,0.34285714285714286,0.19230769230769232,0.4594594594594594,0.7678571428571427,0.3125,0.375,0.2647058823529412,0.23636363636363633,0.37999999999999995,0.15384615384615385,0.4509803921568627,0.4693877551020408,0.8857142857142856,0.7291666666666666,0.7346938775510207,0.8333333333333335,0.9318181818181819,0.6562500000000002,0.7894736842105262,0.0,0.0,0.0,0.2903225806451613,0.22033898305084748,0.44067796610169496,0.3142857142857143,0.07692307692307691,0.1,0.08333333333333334,0.08333333333333334,0.9545454545454546,0.09090909090909093,0.45833333333333326,0.5416666666666666,0.9523809523809526,0.8823529411764706,0.9583333333333333,0.6122448979591838,0.5625,0.08108108108108109,0.14285714285714285,0.3414634146341462,0.6382978723404255,0.37142857142857144,1.0,0.8727272727272729,0.2,0.46153846153846145,0.17647058823529405,0.1739130434782608,0.16666666666666663,0.39999999999999997,0.4137931034482759,0.3888888888888889,0.5405405405405406,0.2173913043478261,0.48214285714285715,0.42000000000000004,0.0,0.5507246376811593,0.3968253968253968,0.3157894736842105,0.5454545454545455,0.3333333333333333,0.05405405405405406,0.0,0.24000000000000002
0.7200000000000001,0.0,0.0,Keizercity,0.1111111111111111,0.2857142857142857,0.4871794871794871,0.030303030303030304,0.6785714285714284,0.4210526315789474,0.37037037037037035,0.5555555555555555,0.35714285714285743,0.2857142857142858,0.5593220338983051,0.375,1.0,0.2888888888888889,0.4642857142857143,0.421875,0.44067796610169496,0.5555555555555556,0.7142857142857142,0.44,0.21052631578947367,0.16129032258064524,0.18181818181818188,0.75,0.3636363636363637,0.30158730158730157,0.26229508196721313,0.2857142857142857,0.25,0.4137931034482758,0.3384615384615384,0.3714285714285714,0.34615384615384626,0.7027027027027026,0.4642857142857143,0.171875,0.5416666666666667,0.2941176470588236,0.36363636363636365,0.8799999999999999,0.3076923076923078,0.8431372549019608,0.9387755102040817,0.4285714285714285,0.33333333333333315,0.40816326530612257,0.3125000000000002,0.6363636363636365,0.46875000000000006,0.8596491228070177,1.0,0.517241379310345,1.0,0.37096774193548393,0.6271186440677966,0.7966101694915254,0.7,0.5384615384615384,1.0,1.0,0.9166666666666667,0.5454545454545454,0.6363636363636365,0.7083333333333333,0.6250000000000001,0.4285714285714286,0.5294117647058822,0.5416666666666666,0.2857142857142857,0.875,0.7567567567567567,0.14285714285714285,0.9024390243902443,0.2765957446808508,0.2571428571428571,0.15254237288135594,0.6181818181818183,0.46,0.641025641025641,0.4117647058823529,0.26086956521739124,0.20833333333333337,0.5142857142857142,0.48275862068965525,0.4166666666666666,0.3783783783783784,0.4565217391304349,0.6250000000000001,0.32000000000000006,0.631578947368421,0.37681159420289845,0.2698412698412698,0.5789473684210527,0.5636363636363636,0.2222222222222222,0.5405405405405406,0.25,0.19999999999999998
0.48,0.0,0.0,Florissantcity,0.1111111111111111,1.0,0.5384615384615384,0.24242424242424243,0.7857142857142856,0.10526315789473686,0.07407407407407407,0.41666666666666663,0.535714285714286,0.38095238095238093,0.576271186440678,1.0,1.0,0.5111111111111111,0.5357142857142857,0.265625,0.6271186440677966,0.5873015873015872,0.2857142857142857,0.6799999999999999,0.4736842105263157,0.3548387096774195,0.33333333333333337,0.5,0.8636363636363638,0.5555555555555555,0.8688524590163935,0.7321428571428571,0.25,0.06896551724137931,0.3846153846153846,0.4142857142857143,0.3076923076923077,0.2702702702702703,0.5178571428571427,0.640625,0.39583333333333337,0.2941176470588236,0.34545454545454546,0.37999999999999995,0.576923076923077,0.4117647058823529,0.44897959183673464,0.48571428571428565,0.6041666666666666,0.6122448979591838,0.6875,0.7045454545454546,0.5,0.5614035087719297,1.0,0.3103448275862069,0.0,0.467741935483871,0.3559322033898305,0.42372881355932207,0.4,0.23076923076923073,0.2,0.16666666666666669,0.16666666666666669,0.8636363636363638,0.18181818181818185,0.375,0.3750000000000001,0.45238095238095255,0.607843137254902,0.20833333333333337,0.7346938775510207,0.25,0.45945945945945943,0.42857142857142855,0.8536585365853662,0.6808510638297872,0.028571428571428574,0.23728813559322035,0.23636363636363644,0.04,0.41025641025641024,0.5882352941176471,0.30434782608695643,0.16666666666666663,0.7999999999999998,0.7241379310344827,0.6666666666666667,0.6216216216216216,0.5434782608695653,0.08928571428571429,0.2,0.15789473684210528,0.8115942028985507,0.857142857142857,0.8289473684210527,0.8181818181818182,0.3333333333333333,1.0,0.25,0.24000000000000002
