ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1,0.3338819836253341,0.9124770407073598,0.6294416243654837,0.9515223677496181,0.0,0.0,0.9421988973428844,0.0
1,0.14578543248631912,0.01615693477425142,0.7385786802030339,0.892498724272837,0.14367030965391692,0.0032521836089945966,1.0,0.3753718024985204
1,0.30657956136257586,0.05733415915595234,0.7385786802030339,0.35975506038441907,0.09471766848815832,0.635347622292428,0.9421988973428844,0.24628197501486682
1,0.22053196453569762,0.18367434112169495,0.7385786802030339,0.9522027555706742,0.24476320582877875,0.9479237646864481,0.37704129071122694,0.6389054134443768
1,0.03966402239850677,0.03180128999188416,0.9162436548223241,0.10256846402449327,0.20013661202185773,0.0,0.9421988973428844,0.5223081499107707
1,0.8130997327450897,0.19386185980949128,0.7385786802030339,0.10818166354822267,0.09471766848815832,0.0,0.9421988973428844,0.24628197501486682
1,0.9694735502481653,0.2467750202896075,0.0,0.3170607246130288,0.09471766848815832,0.0,0.9421988973428844,0.24628197501486682
1,0.2986213040342765,0.6160351971295545,1.0,0.13998979418268576,0.1814663023679408,0.004114270375188411,0.37838032503503094,0.4741225461035157
1,0.7323293598608578,0.07448421682115246,0.7385786802030339,0.892498724272837,0.08492714025500803,0.07644696359619241,0.9421988973428844,0.22070196311719315
1,0.23573579943155307,0.059897056939045755,0.9162436548223241,0.7023303282871254,0.09471766848815832,0.0,0.9421988973428844,0.24628197501486682
1,0.7880626140075511,0.007656657126991585,0.6294416243654837,0.2216363327096431,0.19854280510018185,0.833885688327242,1.0,0.5181439619274215
1,0.008653968523310568,0.9124770407073598,0.6294416243654837,0.43068549072971507,0.09471766848815832,0.0,0.9421988973428844,0.24628197501486682
1,0.03966402239850677,0.08034684549997864,0.0,0.1682258887565915,0.08060109289617401,0.0,0.9421988973428844,0.2099940511600238
1,0.6565562295846944,0.15806672077228656,0.0,0.358564381697569,0.0,0.0,0.9421988973428844,0.0
1,0.2942943197726212,0.00841484772115672,0.6294416243654837,0.9935363156999486,0.0,0.0,0.9421988973428844,0.0
1,0.28208543672846054,0.05234718721968306,0.6294416243654837,0.16108181663548393,0.209699453551913,0.559773069854839,0.37746362672044625,0.547293277810823
1,0.6641666313154881,0.07921489897911238,0.7385786802030339,0.7519986392243574,0.033925318761383494,0.017778603729170617,0.37570553030997494,0.08744794765020458
1,0.05919484155601748,0.014640553585921149,0.6294416243654837,0.4837557407722386,0.20013661202185773,0.06622581511078074,0.9421988973428844,0.5223081499107707
1,0.26821363424256567,0.06270556575968562,0.6979695431472237,0.4150365708453805,0.19854280510018185,0.920657044332941,1.0,0.5181439619274215
1,0.008653968523310568,0.22532143009696298,0.0,0.2602483415546857,0.19854280510018185,0.833885688327242,1.0,0.5181439619274215
1,0.1665379883765325,0.20949553628636114,0.9162436548223241,0.10256846402449327,0.20013661202185773,0.635347622292428,0.9421988973428844,0.5223081499107707
1,0.625741314215416,0.747885609328948,0.847715736040584,0.14764415716958723,0.0,0.0,0.9421988973428844,0.0
1,0.3383786535443092,0.08034684549997864,0.0,0.1682258887565915,0.0,0.2825218360899461,0.9421988973428844,0.0
1,0.28125397700759347,0.020161462560334888,0.6294416243654837,0.2216363327096431,0.20013661202185773,0.0,0.9421988973428844,0.5223081499107707
1,0.29539727654520004,0.06270556575968562,0.6979695431472237,0.4150365708453805,0.16757741347905153,0.6353424600962233,0.3781806157593536,0.43783462224865843
1,0.2405633563823018,0.04093161334415446,1.0,0.4148664738901182,0.09471766848815832,0.0,0.9421988973428844,0.24628197501486682
1,0.5091078776566411,0.1793387723719619,0.43908629441625635,0.45194761013777907,0.11179417122039936,0.7820727250201326,0.377378504734092,0.2920880428316508
1,0.14684596784456794,0.04336636623809321,0.6294416243654837,0.0986562340534114,0.1873861566484507,0.5431611224679428,0.37704129071122694,0.48899464604402
1,0.23012768845713316,0.02446499508777925,0.6979695431472237,0.17945228780404676,0.0,0.0,0.9421988973428844,0.0
1,0.38732448139820985,0.07807227371748324,0.43908629441625635,0.3480183704711699,0.09471766848815832,0.002797910342976384,0.9421988973428844,0.24628197501486682
1,0.03268994188266237,0.18712357438810817,1.0,0.13709814594318814,0.09471766848815832,0.0,0.9421988973428844,0.24628197501486682
1,0.30225257710092057,0.06863226688308914,0.7385786802030339,0.1663548222486817,0.0,0.635347622292428,0.9421988973428844,0.0
1,0.3526831544563696,0.17773696125752853,0.0,0.14084027895900775,0.1407103825136602,0.9947655330483801,0.37715915192310207,0.3670434265318221
0,0.19476519747168372,0.04207423860578361,0.0,0.14084027895900775,0.09471766848815832,0.0,0.9421988973428844,0.24628197501486682
1,0.24556059899037036,0.08030413053692709,0.0,0.17945228780404676,0.20013661202185773,0.4957669991121022,0.9421988973428844,0.5223081499107707
1,0.039740380944300685,0.5422557771987527,1.0,0.3543119578159555,0.08060109289617401,0.0018274174564827383,0.9421988973428844,0.2099940511600238
1,0.6612904594239173,0.047531075135620014,0.847715736040584,0.13845892158530404,0.09471766848815832,0.0,0.9421988973428844,0.24628197501486682
1,0.49996182072710305,0.18222203237794202,0.43908629441625635,0.08930090151386239,0.033925318761383494,0.8747083359144313,0.37570553030997494,0.08744794765020458
